FishIDs,Stock,Pond,Trial,Chamber.No,Ind,Mass,Volume,SMR.Start.Date,SMR.Date.Time,SMR.Phase,SMR.Temp.true,Temp.factor,Slope.with.BR.SMR,Slope.SMR,SE.SMR,R2.SMR,MR.abs.with.BR,BR.SMR,SMR.abs,SMR,SMR.units,DO.unit,MMR.Date,MMR.Date.Time,MMR.Phase,MMR.Temp.true,Slope.with.BR.MMR,Slope.MMR,SE.MMR,R2.MMR,MR.abs.with.BR.MMR,BR.MMR,MMR.abs,MMR,MMR.units,MMR.Best.Temp,MMR.Best.abs.with.BR,MMR.Best.BR,MR.Best.abs,MMR.Best,MMR.Best.units,Trial.Best.MMR,Experiment,test.Num,Replicate,AS.absolute,AS.absolute.units,AS.factorial,AS.Best.absolute,AS.Best.absolute.units,AS.Best.factorial,K,relative.weight
230,UP,ME,Acclimated,CH1,86,21.61,317,10/4/21,(2021-Oct-04 04:21:10),M34,21.02679167,21,-0.004250095,-0.00405872,9.06E-06,0.998812868,4.519567513,4.50283913,4.316058659,199.7250652,3.328751087,mg O2,10/4/21,(2021-Oct-04 13:17:18),M1,21.05120833,-0.008247232,-0.008114637,1.44E-05,0.999251546,8.770139595,1.607748698,8.62913779,399.3122531,6.655204219,21.01175,10.73629849,1.371525694,10.5890474,490.0068207,8.166780345,SMR,12,1,1,199.5871879,3.326453132,1.999309665,290.2817555,4.838029258,2.453406738,0.74075678,86.15167654
231,UP,ME,Acclimated,CH2,87,17.52,317,10/4/21,(2021-Oct-04 09:46:10),M59,21.018125,21,-0.003283217,-0.003065284,9.44E-06,0.997734624,3.539727667,6.637789309,3.304768003,188.6283106,3.143805177,mg O2,10/4/21,(2021-Oct-04 15:01:18),M9,21.04583333,-0.008706601,-0.008517385,9.96E-06,0.999674539,9.38683018,2.17324858,9.182831026,524.134191,8.73556985,21.02129167,10.03185924,1.673078762,9.864018337,563.0147453,9.383579088,SMR,12,1,1,335.5058803,5.591764672,2.778661322,374.3864346,6.239773911,2.984783903,0.684543131,80.18201015
232,UP,ME,Acclimated,CH3,88,18.38,317,10/4/21,(2021-Oct-04 10:25:10),M62,21.02120833,21,-0.003435317,-0.003136385,5.55E-06,0.999251919,3.693075425,8.701711981,3.371714639,183.4447573,3.057412621,mg O2,10/4/21,(2021-Oct-04 13:56:18),M4,21.04566667,-0.006696901,-0.006518222,7.16E-06,0.999713106,7.199383109,2.668088496,7.007297197,381.245767,6.354096116,21.00808333,9.841139153,1.764844241,9.667458375,525.9770607,8.766284345,SMR,12,1,1,197.8010097,3.296683495,2.078259268,342.5323034,5.708871723,2.867223182,0.703023043,82.34660204
233,UP,ME,Acclimated,CH4,89,20.68,317,10/3/21,(2021-Oct-03 21:38:10),M3,21.01683333,21,-0.003487237,-0.00337196,1.03E-05,0.99776546,3.720017525,3.305690123,3.597045273,173.9383594,2.898972657,mg O2,10/4/21,(2021-Oct-04 14:09:18),M5,21.0335,-0.00790111,-0.007747978,1.41E-05,0.999209483,8.428524718,1.938111656,8.265170498,399.6697533,6.661162555,21.0335,8.428524718,1.938111656,8.265170498,399.6697533,6.661162555,MMR,12,1,1,225.7313939,3.762189898,2.297766603,225.7313939,3.762189898,2.297766603,0.678278745,78.63791592
234,UP,ME,Acclimated,CH5,90,16.62,317,10/4/21,(2021-Oct-04 10:38:10),M63,21.02533333,21,-0.00327184,-0.002847928,7.25E-06,0.998457991,3.538063383,12.95637408,3.079658656,185.2983548,3.088305913,mg O2,10/4/21,(2021-Oct-04 17:11:18),M19,21.05083333,-0.007425511,-0.00697259,1.66E-05,0.998651394,8.029709545,6.099515824,7.539936141,453.6664345,7.561107241,21.02129167,8.854256168,3.135327388,8.57664625,516.0436973,8.600728289,SMR,12,1,1,268.3680797,4.472801328,2.44830255,330.7453426,5.512422376,2.784934049,0.680145164,79.93238119
235,UP,ME,Acclimated,CH6,91,17.82,317,10/4/21,(2021-Oct-04 07:49:10),M50,21.02108333,21,-0.002976765,-0.00256062,7.09E-06,0.998175663,3.206119126,13.97977981,2.757910731,154.764912,2.5794152,mg O2,10/4/21,(2021-Oct-04 14:35:18),M7,21.022625,-0.00658915,-0.006263567,1.02E-05,0.999365207,7.096830686,4.941193907,6.746162521,378.572532,6.3095422,21.00808333,8.944093679,3.186550791,8.659085591,485.9195057,8.098658428,SMR,12,1,1,223.80762,3.730127001,2.446113445,331.1545937,5.519243229,3.139726566,0.650531119,75.90051436
236,UP,ME,Acclimated,CH7,92,16.26,317,10/4/21,(2021-Oct-04 00:01:10),M14,21.01595833,21,-0.002976967,-0.002719583,7.82E-06,0.998032205,3.223055316,8.645865797,2.944394279,181.082059,3.018034316,mg O2,10/4/21,(2021-Oct-04 14:35:18),M7,21.022625,-0.006911868,-0.006612885,1.62E-05,0.998574039,7.483230945,4.325646438,7.159532832,440.3156723,7.338594539,21.00808333,9.005080307,2.840542732,8.749287153,538.0865408,8.968109013,SMR,12,1,1,259.2336134,4.320560223,2.43158088,357.0044818,5.950074697,2.971506641,0.701314105,82.64360745
237,UP,ME,Acclimated,CH8,93,16.2,317,10/4/21,(2021-Oct-04 09:33:10),M58,21.02,21,-0.003057507,-0.002601772,8.04E-06,0.997730201,3.310913358,14.905465,2.817406326,173.9139708,2.898566179,mg O2,10/4/21,(2021-Oct-04 14:48:18),M8,21.03004167,-0.006205179,-0.005822187,1.07E-05,0.999195113,6.719464015,6.172129392,6.304730002,389.1808643,6.486347739,21.03004167,6.719464015,6.172129392,6.304730002,389.1808643,6.486347739,MMR,12,1,1,215.2668936,3.587781559,2.237778038,215.2668936,3.587781559,2.237778038,0.673499567,79.25816719
238,UP,ME,Acclimated,CH1,94,14.95,317,10/6/21,(2021-Oct-06 10:17:38),M67,23.012,23,-0.003123016,-0.002707526,1.16E-05,0.996770709,3.395905107,13.30411562,2.944109966,196.9304325,3.282173875,mg O2,10/6/21,(2021-Oct-06 14:51:15),M10,22.95841667,-0.006882094,-0.006507693,1.75E-05,0.999143139,7.483451333,5.440221612,7.076334997,473.3334446,7.888890743,22.9885,7.712395881,4.817190807,7.340875055,491.0284318,8.183807196,SMR,13,1,1,276.4030121,4.606716869,2.40355662,294.0979993,4.901633322,2.49341062,0.724700461,86.05621541
239,UP,ME,Acclimated,CH2,95,19.18,317,10/6/21,(2021-Oct-06 09:29:38),M63,22.99844444,23,-0.00435933,-0.003988996,1.30E-05,0.99812342,4.673864804,8.495218355,4.276809784,222.9827833,3.716379722,mg O2,10/6/21,(2021-Oct-06 13:23:15),M2,23.00591667,-0.00858647,-0.008324901,2.93E-05,0.998544031,9.206000885,3.046297076,8.925558749,465.357599,7.755959984,22.9815,10.94365226,2.826239415,10.63435845,554.4503882,9.240839803,SMR,13,1,1,242.3748157,4.039580262,2.086966501,331.4676049,5.524460081,2.486516582,0.733379414,85.78951833
240,UP,ME,Acclimated,CH3,96,17.38,317,10/6/21,(2021-Oct-06 09:05:38),M61,22.99138889,23,-0.003982739,-0.003559761,8.92E-06,0.998888281,4.29590967,10.62028334,3.839671891,220.9247348,3.682078913,mg O2,10/6/21,(2021-Oct-06 13:34:15),M3,22.9805,-0.009287245,-0.008924827,2.99E-05,0.998681271,10.0175193,3.902319384,9.626603705,553.8897414,9.231495689,22.9885,11.05980457,3.499420812,10.67277547,614.0837439,10.23472906,SMR,13,1,1,332.9650066,5.549416776,2.507142271,393.1590091,6.552650151,2.779606115,0.726062922,85.38618915
241,UP,ME,Acclimated,CH4,97,12.8,317,10/6/21,(2021-Oct-06 03:29:38),M33,23.0105,23,-0.00303189,-0.002617995,1.94E-05,0.990292596,3.320283042,13.65137984,2.867018592,223.9858275,3.733097125,mg O2,10/6/21,(2021-Oct-06 13:34:15),M3,22.9805,-0.007274217,-0.006877466,4.31E-05,0.99539269,7.966140766,5.454206985,7.53165096,588.4102312,9.806837187,22.9805,7.966140766,5.454206985,7.53165096,588.4102312,9.806837187,MMR,13,1,1,364.4244037,6.073740062,2.6269976,364.4244037,6.073740062,2.6269976,0.702771298,84.0601743
242,UP,ME,Acclimated,CH5,98,19.14,317,10/6/21,(2021-Oct-06 04:29:38),M38,22.99183333,23,-0.003729069,-0.00325385,1.13E-05,0.997868639,3.998665458,12.7436247,3.489090539,182.2931316,3.03821886,mg O2,10/6/21,(2021-Oct-06 14:07:15),M6,22.95825,-0.008172954,-0.007701557,2.23E-05,0.999014726,8.763826198,5.767767156,8.258349109,431.4706953,7.191178256,22.97811111,10.73651149,4.680011473,10.23404152,534.6939143,8.911565239,SMR,13,1,1,249.1775637,4.152959396,2.366905936,352.4007827,5.873346379,2.933154473,0.697313368,81.35881863
243,UP,ME,Acclimated,CH6,99,17.57,317,10/6/21,(2021-Oct-06 10:41:38),M69,23.00588889,23,-0.003114907,-0.002639148,1.51E-05,0.994226373,3.357707859,15.27363233,2.844863906,161.9159878,2.698599797,mg O2,10/6/21,(2021-Oct-06 14:18:15),M7,22.94566667,-0.007286445,-0.006771967,1.89E-05,0.99908578,7.854409056,7.060757548,7.299828276,415.4711597,6.924519328,22.9885,9.30216476,6.150822248,8.730005141,496.8699568,8.281165946,SMR,13,1,1,253.5551719,4.225919531,2.565967483,334.953969,5.582566149,3.068689902,0.676881004,79.23236586
244,UP,ME,Acclimated,CH7,100,15.66,317,10/6/21,(2021-Oct-06 09:41:38),M64,23.00194444,23,-0.003077529,-0.002608609,1.49E-05,0.99419201,3.338577282,15.23690107,2.829881565,180.707635,3.011793917,mg O2,10/6/21,(2021-Oct-06 14:29:15),M8,22.947,-0.006554691,-0.00605358,1.93E-05,0.998801417,7.110685886,7.64507021,6.567068958,419.3530624,6.989217707,22.98427778,7.720252955,6.785358707,7.196406099,459.5406193,7.659010322,SMR,13,1,1,238.6454274,3.97742379,2.320616184,278.8329843,4.647216405,2.543006106,0.63929773,75.08153644
245,UP,ME,Acclimated,CH8,101,11.2,317,10/6/21,(2021-Oct-06 04:17:38),M37,22.9865,23,-0.002245803,-0.00173939,1.32E-05,0.989838387,2.472359932,22.54931641,1.914859668,170.9696132,2.849493554,mg O2,10/6/21,(2021-Oct-06 14:29:15),M8,22.947,-0.005573243,-0.005068043,2.06E-05,0.998060852,6.135471205,9.064725874,5.57930756,498.1524607,8.302541011,22.99188889,6.899299064,8.070528544,6.342489163,566.2936753,9.438227922,SMR,13,1,1,327.1828474,5.453047457,2.913690049,395.3240621,6.588734368,3.312247508,0.620256302,74.19035613
246,UP,ME,Acclimated,CH1,102,19.87,317,10/8/21,(2021-Oct-08 05:24:23),M46,24.96875,25,-0.004805732,-0.004309655,2.03E-05,0.997383251,5.14053774,10.32261395,4.609899874,232.0030133,3.866716889,mg O2,10/8/21,(2021-Oct-08 13:19:33),M2,24.94358333,-0.01074829,-0.010303377,1.24E-05,0.999828673,11.49710148,4.13938519,11.02119217,554.6649304,9.244415507,24.94358333,11.49710148,4.13938519,11.02119217,554.6649304,9.244415507,MMR,14,1,1,322.6619171,5.377698618,2.390766062,322.6619171,5.377698618,2.390766062,0.639878686,74.09387452
247,UP,ME,Acclimated,CH2,103,16.42,317,10/8/21,(2021-Oct-08 01:44:23),M26,24.9825,25,-0.00339627,-0.002947775,3.07E-05,0.987395094,3.675063187,13.20552929,3.189751642,194.2601487,3.237669145,mg O2,10/8/21,(2021-Oct-08 13:30:33),M3,24.94266667,-0.007494569,-0.007066911,2.28E-05,0.998776853,8.109783144,5.706237156,7.647019685,465.7137445,7.761895741,24.97491667,10.50275883,4.341682839,10.04676235,611.8612881,10.19768814,SMR,14,1,1,271.4535958,4.524226597,2.397371502,417.6011394,6.96001899,3.149700503,0.648192614,75.97436423
248,UP,ME,Acclimated,CH3,104,12.92,317,10/8/21,(2021-Oct-08 08:42:23),M64,24.99466667,25,-0.002736631,-0.002075288,1.51E-05,0.993806825,2.995756744,24.16630049,2.271793167,175.8353845,2.930589741,mg O2,10/8/21,(2021-Oct-08 13:41:33),M4,24.95491667,-0.006582201,-0.006095739,1.33E-05,0.999439529,7.205456487,7.390563133,6.672932676,516.4808573,8.608014288,24.95491667,7.205456487,7.390563133,6.672932676,516.4808573,8.608014288,MMR,14,1,1,340.6454728,5.677424547,2.937297626,340.6454728,5.677424547,2.937297626,0.559355608,65.9150657
249,UP,ME,Acclimated,CH4,105,12.03,317,10/8/21,(2021-Oct-08 11:16:23),M78,24.96091667,25,-0.002868102,-0.002290023,3.61E-05,0.971421959,3.148865832,20.15545421,2.514197621,208.9939835,3.483233058,mg O2,10/8/21,(2021-Oct-08 13:52:33),M5,24.92566667,-0.006052246,-0.005574038,2.65E-05,0.997331378,6.644712517,7.901336827,6.1196914,508.702527,8.47837545,24.96075,7.133940616,7.098393289,6.627545454,550.9181591,9.181969318,SMR,14,1,1,299.7085435,4.995142391,2.434053452,341.9241756,5.69873626,2.636047937,0.651429251,77.80414956
250,UP,ME,Acclimated,CH5,106,12.26,317,10/8/21,(2021-Oct-08 03:12:23),M34,24.9625,25,-0.002676705,-0.002145324,1.72E-05,0.992502097,2.936516552,19.85205901,2.353557553,191.9704366,3.199507277,mg O2,10/8/21,(2021-Oct-08 14:03:33),M6,24.91958333,-0.00685483,-0.006340011,2.30E-05,0.998443916,7.520187536,7.510312774,6.955397931,567.3244642,9.455407736,24.91958333,7.520187536,7.510312774,6.955397931,567.3244642,9.455407736,MMR,14,1,1,375.3540275,6.255900459,2.955269958,375.3540275,6.255900459,2.955269958,0.648353698,77.38006173
251,UP,ME,Acclimated,CH6,107,13.03,317,10/8/21,(2021-Oct-08 12:33:23),M85,24.9825,25,-0.004728308,-0.004114578,1.73E-05,0.997919304,5.174149812,12.97991859,4.502549379,345.5525233,5.759208722,mg O2,10/8/21,(2021-Oct-08 14:14:33),M7,24.91758333,-0.00729804,-0.006789814,1.74E-05,0.999222245,7.986186686,6.96387258,7.430038822,570.2255427,9.503759045,24.96075,8.781855724,5.956471607,8.258766981,633.8270899,10.56378483,SMR,14,1,1,224.6730194,3.744550324,1.650184861,288.2745666,4.80457611,1.834242401,0.699572457,83.55418483
252,UP,ME,Acclimated,CH7,108,11.38,317,10/7/21,(2021-Oct-07 21:31:23),M3,24.967,25,-0.002874725,-0.002417051,2.14E-05,0.99082335,3.162864901,15.92064285,2.659316476,233.6833459,3.894722431,mg O2,10/8/21,(2021-Oct-08 14:14:33),M7,24.91758333,-0.006281863,-0.005780028,1.93E-05,0.998681879,6.911506987,7.988633383,6.359372032,558.820038,9.3136673,24.98708333,7.593647102,6.854311553,7.073154871,621.5426073,10.35904345,SMR,14,1,1,325.1366921,5.418944868,2.391355858,387.8592614,6.464321024,2.659764242,0.644685584,77.22720025
253,UP,ME,Acclimated,CH8,109,17.72,317,10/8/21,(2021-Oct-08 09:15:23),M67,25.00825,25,-0.003971124,-0.003302734,1.72E-05,0.996796145,4.278520979,16.83124884,3.558392467,200.812216,3.346870266,mg O2,10/8/21,(2021-Oct-08 14:36:33),M9,24.92025,-0.008177365,-0.007593678,1.82E-05,0.999324541,8.810358359,7.137833495,8.181489649,461.7093481,7.695155802,24.96075,10.78772092,5.203467227,10.2263854,577.1097856,9.618496427,SMR,14,1,1,260.8971322,4.348285536,2.299209468,376.2975697,6.271626161,2.873877881,0.716963878,84.14672096
254,LP,BC,Acclimated,CH1,110,10.72,317,10/11/21,(2021-Oct-11 06:34:46),M48,20.95577778,21,-0.00172427,-0.00146508,1.23E-05,0.98759212,1.90119413,15.03188961,1.615408727,150.6911126,2.511518544,mg O2,10/11/21,(2021-Oct-11 13:27:29),M2,20.99233333,-0.004248144,-0.00408557,1.52E-05,0.998361036,4.685108192,3.826944326,4.50581171,423.0809117,7.051348529,20.97016667,5.46495864,3.20536173,5.28978695,493.4502751,8.224171252,SMR,15,1,1,272.3897991,4.539829985,2.80760361,342.7591625,5.712652709,3.274581138,0.65016993,78.17864128
255,LP,BC,Acclimated,CH2,111,9.97,317,10/11/21,(2021-Oct-11 10:34:46),M68,20.96488889,21,-0.001898322,-0.001583224,1.59E-05,0.982406104,2.098230547,16.59878042,1.749949865,175.5215512,2.925359187,mg O2,10/11/21,(2021-Oct-11 13:27:29),M2,20.99233333,-0.004880876,-0.00470823,2.17E-05,0.997497318,5.398209991,3.537202118,5.207264393,532.440122,8.874002033,20.99233333,5.39820999,3.53720212,5.20726439,532.440122,8.874002033,MMR,15,1,1,356.9185708,5.948642846,3.033474342,356.9185708,5.948642846,3.033474342,0.657840556,79.53085597
256,LP,BC,Acclimated,CH3,112,11.57,317,10/11/21,(2021-Oct-11 11:10:46),M71,20.956,21,-0.001815392,-0.001489546,1.09E-05,0.990515095,1.99611119,17.94911827,1.637826832,141.5580667,2.359301112,mg O2,10/11/21,(2021-Oct-11 13:38:29),M3,20.9845,-0.004757475,-0.004594101,1.57E-05,0.998624237,5.23912165,3.434038528,5.059208194,455.784522,7.5964087,20.9845,5.23912165,3.43403853,5.05920819,455.784522,7.5964087,MMR,15,1,1,314.2264553,5.237107588,3.219770746,314.2264553,5.237107588,3.219770746,0.6398312,76.58858518
257,LP,BC,Acclimated,CH4,113,13.67,317,10/11/21,(2021-Oct-11 04:22:46),M37,20.96316667,21,-0.002496472,-0.002237992,2.46E-05,0.978965061,2.72611721,10.35379846,2.443860529,178.7754593,2.979590988,mg O2,10/11/21,(2021-Oct-11 13:27:29),M2,20.99233333,-0.006796171,-0.006607926,3.66E-05,0.996384831,7.424273514,2.769872354,7.218630614,532.7402667,8.879004445,20.99233333,7.42427351,2.76987235,7.21863061,532.7402667,8.879004445,MMR,15,1,1,353.9648074,5.899413457,2.979940697,353.9648074,5.899413457,2.979940697,0.648975372,76.90072278
258,LP,BC,Acclimated,CH5,114,13.26,317,10/11/21,(2021-Oct-11 04:34:46),M38,20.96922222,21,-0.002420371,-0.002100928,9.63E-06,0.99627715,2.646588675,13.19810168,2.297289211,173.2495634,2.887492724,mg O2,10/11/21,(2021-Oct-11 14:00:29),M5,20.98908333,-0.005014381,-0.004782329,2.34E-05,0.997192841,5.484488876,4.627717213,5.23068224,396.8651169,6.614418614,20.9785,6.6735705,3.22112946,6.45860616,487.0743707,8.117906179,SMR,15,1,1,223.6155535,3.726925891,2.290713518,313.8248073,5.230413455,2.811403164,0.676864,80.54852903
259,LP,BC,Acclimated,CH6,115,16.34,317,10/11/21,(2021-Oct-11 09:58:46),M65,20.9635,21,-0.002652704,-0.002154544,1.69E-05,0.989231512,2.871223549,18.77935636,2.332026247,142.7188645,2.378647742,mg O2,10/11/21,(2021-Oct-11 14:22:29),M7,20.97691667,-0.006577936,-0.006304968,2.62E-05,0.997961549,7.121930788,4.149743081,6.826388958,420.0854743,7.001424572,20.97691667,7.12193079,4.14974308,6.82638896,420.0854743,7.001424572,MMR,15,1,1,277.3666098,4.62277683,2.943447425,277.3666098,4.62277683,2.943447425,0.633713069,74.17933937
260,LP,BC,Acclimated,CH7,116,16.76,317,10/11/21,(2021-Oct-11 10:10:46),M66,20.96427778,21,-0.002759707,-0.002284509,1.44E-05,0.993010088,2.982867781,17.21915966,2.469243016,147.3295355,2.455492259,mg O2,10/11/21,(2021-Oct-11 14:22:29),M7,20.97691667,-0.006400962,-0.006163394,2.50E-05,0.998064581,6.921565572,3.711442977,6.664675613,400.7622136,6.679370227,20.97866667,7.66195149,2.62312981,7.46096855,445.1651881,7.419419801,SMR,15,1,1,253.4326781,4.223877968,2.72017564,297.8356525,4.963927542,3.021561063,0.628401341,73.41353623
261,LP,BC,Acclimated,CH8,117,10.62,317,10/11/21,(2021-Oct-11 09:22:46),M62,20.96761111,21,-0.002055867,-0.001578768,1.26E-05,0.988780243,2.267555171,23.20669727,1.741330507,163.9670911,2.732784851,mg O2,10/11/21,(2021-Oct-11 14:44:29),M9,20.9635,-0.004492224,-0.004183942,2.55E-05,0.995645126,4.954456343,6.862587664,4.614452433,433.6891384,7.228152307,20.9635,4.95445634,6.86258766,4.61445243,433.6891384,7.228152307,MMR,15,1,1,269.7220474,4.495367456,2.644976718,269.7220474,4.495367456,2.644976718,0.615162037,73.74573392
262,LP,BC,Acclimated,CH1,118,11.91,317,10/13/21,(2021-Oct-13 08:10:11),M62,23.04083333,23,-0.002014162,-0.001566131,1.72E-05,0.985885713,2.212202174,22.24400678,1.720119772,144.4265132,2.407108554,mg O2,10/13/21,(2021-Oct-13 13:16:58),M1,23.00408333,-0.005273907,-0.00489532,2.10E-05,0.997823167,5.796635883,7.178496687,5.380524568,460.2672856,7.671121426,23.01658333,6.56061767,6.39597283,6.14100235,515.6173254,8.59362209,SMR,16,1,1,315.8407723,5.264012872,3.186861438,371.1908122,6.186513536,3.570101596,0.700230661,84.07031411
263,LP,BC,Acclimated,CH2,119,17.75,317,10/13/21,(2021-Oct-13 04:08:11),M40,23.01908333,23,-0.003348804,-0.002941535,2.42E-05,0.992049922,3.607667026,12.16164368,3.168915417,178.530446,2.975507434,mg O2,10/13/21,(2021-Oct-13 13:27:58),M2,22.9825,-0.007969874,-0.007602053,3.14E-05,0.997984872,8.60315973,4.615138042,8.206112033,478.4904975,7.974841625,23.01516667,10.2138686,3.99060173,9.80627382,552.4661304,9.207768841,SMR,16,1,1,299.9600515,4.999334191,2.680161889,373.9356844,6.232261407,3.09452053,0.709241477,83.24037872
264,LP,BC,Acclimated,CH3,120,11.09,317,10/13/21,(2021-Oct-13 09:27:11),M69,23.02691667,23,-0.002510863,-0.002074332,1.76E-05,0.991526005,2.765153477,17.38570932,2.284411931,205.9884518,3.433140864,mg O2,10/13/21,(2021-Oct-13 13:38:58),M3,22.98433333,-0.005895294,-0.005520566,1.87E-05,0.998646206,6.494467918,6.356391432,6.081654115,553.3807202,9.223012004,22.9843333,6.49446792,6.35639143,6.08165412,553.38072,9.223012,MMR,16,1,1,347.3922684,5.78987114,2.686464776,347.3922682,5.789871136,2.686464775,0.707286072,85.30857109
265,LP,BC,Acclimated,CH4,121,12.65,317,10/13/21,(2021-Oct-13 09:27:11),M69,23.02691667,23,-0.002660101,-0.002177856,3.72E-05,0.966533223,2.914566361,18.12880812,2.386190218,188.6316378,3.143860629,mg O2,10/13/21,(2021-Oct-13 13:38:58),M3,22.98433333,-0.006064201,-0.005645448,3.54E-05,0.995385258,6.655872925,6.905322516,6.196263433,511.2428575,8.520714292,22.9843333,6.65587292,6.90532252,6.19626343,511.242858,8.5207143,MMR,16,1,1,322.6112198,5.376853663,2.710271,322.6112202,5.376853671,2.710271003,0.657499063,78.41426676
266,LP,BC,Acclimated,CH5,122,9.38,317,10/13/21,(2021-Oct-13 04:19:11),M41,23.0115,23,-0.002189557,-0.001535522,2.01E-05,0.980232346,2.424785388,29.8706501,1.700486229,181.2885106,3.021475176,mg O2,10/13/21,(2021-Oct-13 13:49:58),M4,22.981,-0.004883191,-0.004246839,1.65E-05,0.998220295,5.410966226,13.03147801,4.705837352,511.50406,8.525067666,23.01658333,6.17820718,11.295519,5.48034661,584.2587006,9.737645011,SMR,16,1,1,330.2155494,5.503592491,2.821491877,402.9701901,6.716169835,3.222811522,0.635372084,76.93587091
267,LP,BC,Acclimated,CH6,123,17.61,317,10/13/21,(2021-Oct-13 11:17:11),M79,23.02116667,23,-0.003306101,-0.002655026,2.73E-05,0.9875864,3.563329152,19.69314919,2.861597426,162.4984342,2.708307237,mg O2,10/13/21,(2021-Oct-13 14:00:58),M5,22.98416667,-0.007412637,-0.006778004,2.51E-05,0.998385398,7.997641855,8.56149349,7.312924268,422.7123854,7.045206424,22.98416667,7.99764186,8.56149349,7.31292427,422.7123854,7.045206424,MMR,16,1,1,260.2139512,4.336899187,2.601332053,260.2139512,4.336899187,2.601332053,0.693909971,81.33287505
268,LP,BC,Acclimated,CH7,124,8.79,317,10/13/21,(2021-Oct-13 11:39:11),M81,23.02291667,23,-0.002160494,-0.001447265,2.42E-05,0.967949749,2.397189016,33.01231485,1.605821431,182.6873073,3.044788454,mg O2,10/13/21,(2021-Oct-13 14:11:58),M6,22.986,-0.004949609,-0.004311382,2.59E-05,0.995767781,5.495610542,12.89449498,4.786979316,557.9229972,9.298716621,22.986,5.49561054,12.894495,4.78697932,557.9229972,9.298716621,MMR,16,1,1,375.23569,6.253928166,3.053977891,375.23569,6.253928166,3.053977891,0.601914066,72.94245439
269,LP,BC,Acclimated,CH8,125,12.49,317,10/13/21,(2021-Oct-13 08:32:11),M64,23.04166667,23,-0.002544852,-0.001842,2.49E-05,0.978835859,2.789758865,27.61857392,2.019267251,161.6707166,2.694511944,mg O2,10/13/21,(2021-Oct-13 14:22:58),M7,22.98633333,-0.005465347,-0.004806329,1.93E-05,0.998098652,5.995442054,12.05811838,5.272504553,429.3570483,7.155950805,23.00941667,6.96322788,10.0200693,6.26550762,501.641923,8.360698717,SMR,16,1,1,267.6863317,4.461438862,2.655750264,339.9712064,5.666186774,3.102862,0.649577473,77.41320571
270,LP,BC,Acclimated,CH1,126,14.08,317,10/15/21,(2021-Oct-15 07:45:02),M64,24.98883333,25,-0.002946982,-0.002381981,1.60E-05,0.994664858,3.213718942,19.1721993,2.597578342,184.4870981,3.074784969,mg O2,10/15/21,(2021-Oct-15 12:24:53),M2,24.95741667,-0.006239487,-0.005744945,1.52E-05,0.999171927,6.809177473,7.926013003,6.269481181,452.3435196,7.53905866,24.97908333,7.13518979,7.65126248,6.58925769,467.9870516,7.799784193,SMR,17,1,1,267.8564214,4.464273691,2.451897852,283.4999535,4.724999225,2.536692573,0.690120343,81.9499202
271,LP,BC,Acclimated,CH2,127,16.23,317,10/15/21,(2021-Oct-15 11:58:02),M87,24.972,25,-0.004264539,-0.003492647,2.08E-05,0.995784947,4.617523569,18.1002577,3.781739904,233.0092362,3.88348727,mg O2,10/15/21,(2021-Oct-15 12:35:53),M3,24.95066667,-0.007848436,-0.007329354,1.91E-05,0.999196371,8.506825743,6.613825355,7.944199145,499.007484,8.3167914,24.97683333,9.78123046,6.21241126,9.1735802,565.223672,9.420394534,SMR,17,1,1,265.9982478,4.43330413,2.141578128,332.2144358,5.536907263,2.425756512,0.639049143,74.90266207
272,LP,BC,Acclimated,CH3,128,11.92,317,10/15/21,(2021-Oct-15 02:26:02),M35,24.98391667,25,-0.002511439,-0.001973448,1.88E-05,0.98936416,2.758283246,21.42160755,2.167414634,181.8300868,3.030501446,mg O2,10/15/21,(2021-Oct-15 12:46:53),M4,24.91875,-0.005940673,-0.005444254,1.27E-05,0.999360531,6.532482328,8.356265707,5.986610747,518.3212768,8.638687947,24.91875,6.53248233,8.35626571,5.98661075,518.3212768,8.638687947,MMR,17,1,1,336.49119,5.6081865,2.850580374,336.49119,5.6081865,2.850580374,0.679108796,81.41168274
273,LP,BC,Acclimated,CH4,129,16.58,317,10/15/21,(2021-Oct-15 04:16:02),M45,24.98633333,25,-0.004282768,-0.003690757,3.96E-05,0.986612895,4.631864576,13.82307847,3.991598301,240.7477866,4.012463109,mg O2,10/15/21,(2021-Oct-15 12:46:53),M4,24.91875,-0.008876901,-0.008336143,3.13E-05,0.998339778,9.613257362,6.091743188,9.027642412,557.9507053,9.299178422,24.91875,9.61325736,6.09174319,9.02764241,557.9507053,9.299178422,MMR,17,1,1,317.2029187,5.286715312,2.317573562,317.2029187,5.286715312,2.317573562,0.696240006,81.93428707
274,LP,BC,Acclimated,CH5,130,14.47,317,10/15/21,(2021-Oct-15 08:40:02),M69,24.9915,25,-0.003430521,-0.002508581,2.01E-05,0.992476088,3.736207631,26.87463194,2.732115582,188.8124106,3.146873511,mg O2,10/15/21,(2021-Oct-15 13:08:53),M6,24.9395,-0.006942596,-0.006176626,1.64E-05,0.999170714,7.563985983,11.03290559,6.729458551,468.6252473,7.810420788,24.98266667,7.93119888,10.002211,7.13790363,493.2898157,8.221496929,SMR,17,1,1,279.8128366,4.663547277,2.4819621,304.4774051,5.074623418,2.612592117,0.671499225,79.45831808
