"FishIDs","Stock","Pond","Trial","Chamber.No","Ind","Mass","Volume","SMR.Start.Date","SMR.Date.Time","SMR.Phase","SMR.Temp.true","Temp.factor","Slope.with.BR.SMR","Slope.SMR","SE.SMR","R2.SMR","MR.abs.with.BR","BR.SMR","SMR.abs","SMR","SMR.units","DO.unit","MMR.Date","MMR.Date.Time","MMR.Phase","MMR.Temp.true","Slope.with.BR.MMR","Slope.MMR","SE.MMR","R2.MMR","MR.abs.with.BR.MMR","BR.MMR","MMR.abs","MMR","MMR.units","MMR.Best.Temp","MMR.Best","MMR.Best.units","DO.unit.1","Trial.Best.MMR","Experiment","test.Num","Replicate","AS.absolute","AS.absolute.units","AS.factorial","AS.Best.absolute","AS.Best.absolute.units","AS.Best.factorial","K","relative.weight","SMR.nm","SMR.nm.units","MMR.nm","MMR.nm.units","SMR.ms","SMR.ms.units","MMR.ms","MMR.ms.units","MMR.Best.ms","MMR.Best.ms.units","AS.ms","AS.ms.units","AS.Best.ms","AS.Best.ms.units"
66,"UP","LF","Acute","CH2",18,4.35,78,"8/24/21","(2021-Aug-24 09:45:00)","M73",25.01322222,"25",-0.005262251,-0.004693446,9.43e-05,0.965655315,1.395233323,10.80916264,1.244420284,286.0736285,4.767893808,"mg O2","8/23/21","(2021-Aug-24 13:32:23)","M3",24.99677778,-0.009528733,-0.008957123,8.48e-05,0.992175814,2.526448147,5.998804284,2.374891468,545.9520615,9.099201026,25.01322222,744.0080471,12.40013412,"mg O4","SMR",3,1,1,259.878433,4.331307217,1.908431981,457.9344186,7.63224031,2.600757193,0.663322718,84.25805047,1.244420283975,0.0207403380648,2.374891467525,0.0395815244631,322.580866996555,5.37634778290005,561.041965982873,9.35069943407553,764.572142662497,12.7428690460877,238.461098986318,3.97435165117548,441.991275665941,7.36652126318763
67,"UP","LF","Acute","CH3",19,4.97,78,"8/24/21","(2021-Aug-24 02:45:00)","M33",24.99655556,"25",-0.00616898,-0.006133486,0.000100869,0.976797256,1.621874191,0.575355777,1.612542645,324.4552605,5.407587675,"mg O2","8/24/21","(2021-Aug-24 13:42:53)","M4",25.02944444,-0.011915923,-0.01189569,8.29e-05,0.995740597,3.132791584,0.169801862,3.127472045,629.2700293,10.48783382,24.99655556,813.8252848,13.56375475,"mg O5","SMR",3,1,1,304.8147688,5.080246147,1.939466256,489.3700243,8.156167072,2.508281985,0.623155928,78.27205809,1.612542644685,0.02687571074475,3.127472045621,0.0521245340854,357.223977799669,5.95373296332782,643.165429854638,10.7194238292072,831.795993378586,13.8632665597167,285.941452054969,4.76569086587935,474.572015578917,7.90953359638889
68,"UP","LF","Acute","CH4",20,4.82,78,"8/24/21","(2021-Aug-24 08:21:00)","M65",25.00311111,"25",-0.00580184,-0.005288586,8.11e-05,0.979660931,1.52848307,8.846403381,1.393267292,289.0596042,4.81766007,"mg O2","8/24/21","(2021-Aug-24 13:53:23)","M5",25.04966667,-0.011907921,-0.011511807,0.000149025,0.98546703,3.137117962,3.326475647,3.032762497,629.2038376,10.48673063,25.00311111,658.0523395,10.96753899,"mg O6","SMR",3,1,1,340.1442334,5.669070557,2.176726974,368.9927353,6.149878922,2.276528197,0.644255085,81.30564108,1.393267292244,0.0232211215374,3.032762497232,0.0505460416366,320.006956507936,5.33344927513226,643.900405513598,10.7316734286378,673.422733512618,11.2237122235047,323.893449005662,5.39822415350556,353.415777004683,5.89026294837245
69,"UP","LF","Acute","CH5",21,5.18,78,"8/24/21","(2021-Aug-24 04:09:00)","M41",24.93533333,"25",-0.006246749,-0.005916951,0.000118758,0.965549296,1.637597785,5.279513308,1.551140592,299.4479908,4.990799847,"mg O2","8/23/21","(2021-Aug-24 16:51:53)","M22",25.04455556,-0.013108561,-0.012712069,0.000240806,0.969388752,3.436435467,3.024682937,3.33249419,643.3386467,10.72231078,24.93533333,907.8695437,15.13115906,"mg O7","SMR",3,1,1,343.8906559,5.731510932,2.148415306,608.4215529,10.14035922,3.031810437,0.638016963,80.13869165,1.551140592344,0.02585234320746,3.332494189906,0.0555415698404,327.253831523671,5.45423052575881,656.438085540505,10.940634760709,926.355269101169,15.4392544833189,329.184254016834,5.48640423495022,599.101437577498,9.98502395756007
70,"UP","LF","Acute","CH6",22,5.37,78,"8/24/21","(2021-Aug-24 12:33:00)","M89",24.93166667,"25",-0.007651435,-0.007478067,6.43e-05,0.993655936,2.000605463,2.265825016,1.955275244,364.1108461,6.068514102,"mg O2","8/23/21","(2021-Aug-24 14:03:53)","M6",24.97755556,-0.013303492,-0.013152763,7.67e-05,0.997019891,3.478437324,1.132999844,3.439026635,640.4146433,10.67357739,24.93166667,753.8424029,12.56404005,"mg O8","SMR",3,1,1,276.3037972,4.605063287,1.758845281,389.7315568,6.495525947,2.07036514,0.638867476,80.15228631,1.955275243557,0.03258792072774,3.439026634521,0.0573171105843,395.359378504948,6.58932297544442,652.497197196758,10.8749532883107,768.064971915234,12.801082866952,257.137818691809,4.28563031286633,372.705593410285,6.21175989150759
71,"UP","LF","Acute","CH7",23,3.12,78,"8/24/21","(2021-Aug-24 02:24:00)","M31",24.93344444,"25",-0.004582912,-0.004356762,5.59e-05,0.985692648,1.25190477,4.934626628,1.190127944,561.3811058,9.356351763,"mg O2","8/24/21","(2021-Aug-24 14:14:23)","M7",24.95544444,-0.011081924,-0.010831218,7.95e-05,0.99528527,2.987332126,2.262293838,2.919749895,935.8172741,15.59695457,24.93344444,1180.12791,19.6687985,"mg O9","SMR",3,1,1,374.4361683,6.240602805,1.666991041,618.7468042,10.31244674,2.102186728,0.752664326,98.00785297,1.751509050096,0.02919181750056,2.919749895192,0.0486624982584,671.887147675651,11.1981191275286,974.779339693792,16.2463223299659,1229.26166966767,20.4876944944612,302.892192018141,5.04820320243736,557.37452199202,9.28957536693262
72,"UP","LF","Acute","CH8",24,4.98,78,"8/24/21","(2021-Aug-24 12:01:30)","M86",24.93166667,"25",-0.007766384,-0.007710137,0.000135653,0.974142265,2.041564963,0.724238156,2.02677917,406.9837691,6.783062819,"mg O2","8/23/21","(2021-Aug-24 14:14:23)","M7",24.95544444,-0.013723038,-0.013640584,0.000157015,0.988474432,3.60740248,0.60084252,3.585727672,720.0256369,12.00042728,24.93166667,931.3855109,15.52309185,"mg O10","SMR",3,1,1,313.0418678,5.217364463,1.769175313,524.4017418,8.74002903,2.288507753,0.607193075,76.20787975,2.026779170118,0.03377965283862,3.585727671762,0.0597621278544,447.926090649231,7.46543484488758,735.864879670813,12.2644146594769,951.874283055222,15.864571385957,287.938789021583,4.79897981458931,503.948192405992,8.39913654106946
73,"UP","LF","Acute","CH1",17,4.94,78,"8/25/21","(2021-Aug-25 03:43:09)","M50",22.86322222,"23",-0.004135208,-0.003844307,5.72e-05,0.980987728,1.087625816,7.034742791,1.011114137,204.6789751,3.411316251,"mg O2","8/24/21","(2021-Aug-25 11:12:17)","M1",22.98,-0.007966889,-0.007609283,8.58e-05,0.988933787,2.09541936,4.488654534,2.001363224,405.1342558,6.752237597,22.86322222,526.0826901,8.768044835,"mg O11","SMR",3,2,1,200.4552807,3.340921345,1.979364298,321.403715,5.356728583,2.570282023,0.645536041,81.20986935,1.011114136994,0.01685190227994,2.001363223652,0.03335605372918,225.595508166967,3.75992513538133,414.182389787158,6.90303983012674,537.832046270709,8.96386743784515,188.586881620191,3.14311469474542,312.236538103742,5.20394230246382
74,"UP","LF","Acute","CH2",18,4.4,78,"8/25/21","(2021-Aug-25 04:35:39)","M55",22.86322222,"23",-0.004802058,-0.004234602,8.74e-05,0.963828391,1.272353285,11.81692929,1.122000197,255.0000447,4.250000745,"mg O2","8/24/21","(2021-Aug-25 11:22:47)","M2",23.01244444,-0.006590807,-0.00601916,0.000129572,0.960819059,1.746300141,8.673387885,1.594836756,362.4628991,6.041048318,22.86322222,649.793587,10.82989312,"mg O12","SMR",3,2,1,107.4628544,1.791047573,1.421422885,394.7935423,6.579892372,2.548209698,0.663322718,84.25805047,1.12200019668,0.018700003278,1.59483675604,0.0265806125992,286.953248352387,4.78255413920646,372.30801529819,6.20513358796077,667.443099225218,11.1240516571775,85.3547669458022,1.42257944875431,380.489850872831,6.34149751797105
75,"UP","LF","Acute","CH3",19,4.95,78,"8/25/21","(2021-Aug-25 09:50:39)","M85",22.85488889,"23",-0.005269288,-0.005179562,5.42e-05,0.990449554,1.385717274,1.702801904,1.362121254,275.1760109,4.586266848,"mg O2","8/25/21","(2021-Aug-25 11:33:17)","M3",22.98922222,-0.01003093,-0.010012088,7.19e-05,0.995477105,2.637934,0.187836238,2.632979004,531.9149503,8.865249171,22.85488889,735.9300051,12.26550009,"mg O13","SMR",3,2,1,256.7389394,4.278982323,1.932998987,460.7539942,7.679233237,2.674397389,0.623155928,78.27205809,1.362121253955,0.0227020208976,2.632979003985,0.04388298339645,303.186824016207,5.05311373323619,543.74980685397,9.062496780218,752.304100318058,12.5384016770789,240.562982837763,4.00938304698181,449.117276301851,7.4852879438427
76,"UP","LF","Acute","CH4",20,4.66,78,"8/25/21","(2021-Aug-25 03:32:39)","M49",22.87677778,"23",-0.004925889,-0.004453791,7.21e-05,0.977440545,1.300552868,9.584018692,1.175907638,252.3406948,4.205678247,"mg O2","8/25/21","(2021-Aug-25 11:43:47)","M4",22.93377778,-0.009108132,-0.008719328,0.000100417,0.988463065,2.404765566,4.268756825,2.302111972,494.0154447,8.233590744,22.87677778,592.7503121,9.879171868,"mg O14","SMR",3,2,1,241.6747499,4.027912498,1.957731967,340.4096173,5.673493622,2.349008005,0.644255085,81.30564108,1.175907637768,0.01959846063102,2.302111972302,0.03836853286704,281.052791186698,4.68421318681622,506.249456778067,8.43749094527635,607.429437125966,10.1238239517578,225.196665591369,3.75327775846013,326.376645939268,5.43961076494162
77,"UP","LF","Acute","CH5",21,5.01,78,"8/24/21","(2021-Aug-24 20:22:09)","M8",22.96644444,"23",-0.005345826,-0.00502758,0.000104508,0.963391987,1.404690512,5.953155457,1.321067102,263.6860484,4.394767473,"mg O2","8/25/21","(2021-Aug-25 12:04:47)","M6",22.92122222,-0.010938266,-0.010606419,9.47e-05,0.993037937,2.874182519,3.033814318,2.786985158,556.2844627,9.271407711,22.96644444,811.8332052,13.53055342,"mg O15","SMR",3,2,1,292.5984143,4.876640238,2.109646931,548.1471568,9.135785947,3.078787104,0.638016963,80.13869165,1.321067102484,0.02201778503973,2.786985158127,0.04644975263211,289.9003670647,4.83167278404519,568.382744697382,9.47304574427521,829.489256572848,13.8248209428808,278.482377632682,4.64137296023001,539.588889508148,8.99314815883561
78,"UP","LF","Acute","CH6",22,5.14,78,"8/24/21","(2021-Aug-24 21:04:09)","M12",22.83655556,"23",-0.005601469,-0.005385297,9.19e-05,0.975490985,1.469242791,3.859188093,1.412541948,274.8136086,4.580226809,"mg O2","8/24/21","(2021-Aug-25 12:15:17)","M7",22.95911111,-0.01245888,-0.012312316,7.73e-05,0.996539236,3.267914508,1.176386392,3.229471207,628.3017912,10.47169652,22.83655556,734.7046391,12.24507732,"mg O16","SMR",3,2,1,353.4881826,5.89146971,2.286283399,459.8910305,7.664850508,2.673465273,0.638867476,80.15228631,1.412541948204,0.02354236579826,3.229471206768,0.0538245201128,300.74968178769,5.01249469536712,641.297355693035,10.6882892615506,749.901001189817,12.4983500215314,340.547673905345,5.67579456618346,449.151319402127,7.4858553261643
79,"UP","LF","Acute","CH7",23,3.01,78,"8/25/21","(2021-Aug-25 08:26:39)","M77",22.85644444,"23",-0.00307043,-0.002992269,6.62e-05,0.958853106,0.828905662,2.545601609,0.807805026,268.3737627,4.472896045,"mg O2","8/25/21","(2021-Aug-25 12:15:17)","M7",22.95911111,-0.006754673,-0.00651092,8.11e-05,0.986528454,1.823518658,3.608658944,1.757714089,583.9581691,9.732636151,22.85644444,605.7021275,10.09503546,"mg O17","SMR",3,2,1,315.5844064,5.259740107,2.175913782,337.3283648,5.622139413,2.25693496,0.752664326,98.00785297,0.807805025727,0.01346341709545,1.757714088991,0.02929523481451,323.275943123414,5.38793238539023,609.160075946797,10.1526679317512,631.84243925844,10.5307073227126,285.884132823383,4.76473554636094,308.566496135025,5.14277493732236
80,"UP","LF","Acute","CH8",24,4.81,78,"8/25/21","(2021-Aug-25 10:32:39)","M89",22.89611111,"23",-0.00447163,-0.004425152,7.42e-05,0.975917609,1.178202909,1.039394059,1.165956738,242.4026481,4.040044136,"mg O2","8/24/21","(2021-Aug-25 12:36:17)","M9",22.97255556,-0.01095003,-0.010875158,0.000111899,0.990769323,2.885157617,0.683759717,2.865430072,595.7235076,9.928725127,22.89611111,630.0729534,10.50121589,"mg O18","SMR",3,2,1,353.3208595,5.888680992,2.457578382,387.6703053,6.461171755,2.599282468,0.607193075,76.20787975,1.165956737361,0.01943261229416,2.865430071556,0.04775716786087,268.45474731544,4.47424578969814,609.689595325585,10.1614932557676,644.844326408519,10.747405440142,341.234848010146,5.68724746606944,376.38957909308,6.27315965044385
81,"UP","LF","Acute","CH1",17,5.06,78,"8/26/21","(2021-Aug-26 02:41:58)","M56",21.05355556,"21",-0.003119777,-0.002843032,7.7e-05,0.939569019,0.819203413,8.870660672,0.746534658,147.5364937,2.458941562,"mg O2","8/25/21","(2021-Aug-26 10:54:33)","M10",21.01111111,-0.005237101,-0.004943658,7.69e-05,0.979140924,1.375178917,5.603147192,1.298125618,256.5465648,4.275776081,21.05355556,477.816637,7.963610617,"mg O19","SMR",3,3,1,109.0100711,1.816834518,1.738868522,330.2801433,5.504669055,3.238633541,0.645536041,81.20986935,0.746534658122,0.01244224430372,1.298125617888,0.02163542696986,161.915278426023,2.69858797413287,262.020112033057,4.36700186823895,488.011090133289,8.13351816922859,100.104833607034,1.66841389410608,326.095811707266,5.43493019509572
82,"UP","LF","Acute","CH2",18,4.25,78,"8/26/21","(2021-Aug-26 08:07:28)","M87",21.04133333,"21",-0.003969334,-0.003401,9.34e-05,0.937665206,1.053858076,14.3181234,0.902965376,212.4624414,3.54104069,"mg O2","8/26/21","(2021-Aug-26 09:41:03)","M3",21.033,-0.005686176,-0.005114577,9.46e-05,0.970798163,1.509679837,10.05243521,1.35792025,319.510647,5.325177451,21.04133333,532.0160799,8.866934665,"mg O20","SMR",3,3,1,107.0482056,1.78413676,1.503845314,319.5536385,5.325893975,2.504047663,0.663322718,84.25805047,0.90296537595,0.0150494229325,1.35792024975,0.02263200416675,240.576850786724,4.00961417977873,328.652738568128,5.47754564383075,547.238545141237,9.12064241902061,88.0758877814044,1.46793146405202,306.661694354513,5.11102823924187
83,"UP","LF","Acute","CH3",19,4.99,78,"8/26/21","(2021-Aug-26 05:08:58)","M70",21.00322222,"21",-0.004193948,-0.004133732,8.32e-05,0.965539791,1.102320495,1.435779413,1.086493605,217.7341893,3.628903155,"mg O2","8/26/21","(2021-Aug-26 09:41:03)","M3",21.033,-0.009517139,-0.009498076,0.00011222,0.987864829,2.501446628,0.200298948,2.496436257,500.287827,8.33813045,21.00322222,567.9352609,9.465587682,"mg O21","SMR",3,3,1,282.5536377,4.709227295,2.297699909,350.2010716,5.836684527,2.608388066,0.623155928,78.27205809,1.086493604607,0.01810822674345,2.49643625673,0.0416072709455,239.55194480525,3.99253241342083,511.251498356774,8.52085830594624,580.381407330885,9.67302345585539,271.699553551524,4.5283258925254,340.829462525635,5.68049104243456
84,"UP","LF","Acute","CH4",20,4.58,78,"8/25/21","(2021-Aug-25 17:46:28)","M5",21.05355556,"21",-0.003781272,-0.003413741,5.89e-05,0.974478393,0.999435694,9.719780858,0.902292734,197.0071472,3.283452454,"mg O2","8/25/21","(2021-Aug-26 10:02:03)","M5",21.06777778,-0.006362017,-0.005961823,9.23e-05,0.979340086,1.681557558,6.290376159,1.575781263,344.0570442,5.734284071,21.05355556,586.5832781,9.776387968,"mg O22","SMR",3,3,1,147.049897,2.450831617,1.746419097,389.5761309,6.492935515,2.977472069,0.644255085,81.30564108,0.902292734176,0.01503821223932,1.575781262436,0.02626302104518,220.105517718584,3.66842529605456,352.825998538165,5.88043330999491,601.533479143407,10.0255579853816,132.720480819582,2.21200801394035,381.427961424823,6.35713268932706
85,"UP","LF","Acute","CH5",21,4.94,78,"8/26/21","(2021-Aug-26 08:07:28)","M87",21.00866667,"21",-0.004288115,-0.003889593,6.92e-05,0.972904018,1.127842901,9.293651339,1.023025114,207.0901041,3.451501736,"mg O2","8/26/21","(2021-Aug-26 10:33:33)","M8",21.01888889,-0.008935725,-0.008594493,0.000105582,0.98689342,2.350238754,3.81874416,2.260489149,457.5888965,7.626481609,21.00866667,669.4332798,11.15722133,"mg O23","SMR",3,3,1,250.4987924,4.174979873,2.209612567,462.3431757,7.705719595,3.232570106,0.638016963,80.13869165,1.023025114254,0.01705041857584,2.26048914871,0.03767481914846,228.253035017223,3.80421725138924,467.808535020549,7.79680891769071,684.384180456703,11.4064030076117,239.555500003326,3.99259166630147,456.13114543948,7.60218575622247
86,"UP","LF","Acute","CH6",22,4.99,78,"8/26/21","(2021-Aug-26 01:59:58)","M52",21.02722222,"21",-0.004166923,-0.004025165,7.05e-05,0.973895208,1.095217386,3.401981979,1.057958287,212.0156889,3.533594815,"mg O2","8/26/21","(2021-Aug-26 10:23:03)","M7",21.02722222,-0.012332554,-0.012187031,0.00012709,0.990520809,3.241439209,1.179991986,3.203190486,641.921941,10.69869902,21.02722222,641.921941,10.69869902,"mg O24","MMR",3,3,1,429.9062521,7.165104202,3.027709621,429.9062521,7.165104202,3.027709621,0.638867476,80.15228631,1.057958287611,0.01763263812685,3.20319048559,0.0533865081098,233.260429923762,3.8876738320627,655.989485357474,10.9331580926976,655.989485357474,10.9331580926976,422.729055433711,7.04548426063491,422.729055433711,7.04548426063491
87,"UP","LF","Acute","CH7",23,3.01,78,"8/26/21","(2021-Aug-26 04:05:58)","M64",20.95622222,"21",-0.002987235,-0.002888889,5.69e-05,0.966836593,0.806445887,3.292218369,0.779895928,259.1016371,4.318360618,"mg O2","8/26/21","(2021-Aug-26 10:23:03)","M7",21.02722222,-0.005283278,-0.005046889,6.52e-05,0.985537834,1.426294765,4.474272277,1.362478454,452.6506491,7.544177486,20.95622222,620.1924573,10.33654095,"mg O25","SMR",3,3,1,193.549012,3.225816867,1.747000344,361.0908202,6.018180337,2.393626162,0.752664326,98.00785297,0.779895927671,0.01299826546018,1.362478453791,0.02270797423286,312.106985629423,5.20178309342219,472.185711877428,7.86976186566695,646.958128820701,10.7826354751292,160.078726248005,2.66797877224476,334.851143191278,5.58085238170704
88,"UP","LF","Acute","CH8",24,4.76,78,"8/26/21","(2021-Aug-26 07:56:58)","M86",20.97088889,"21",-0.003547788,-0.003618893,7.13e-05,0.966467143,0.935424075,-2.004182771,0.954171683,200.4562359,3.340937266,"mg O2","8/26/21","(2021-Aug-26 09:30:33)","M2",21.01355556,-0.008506845,-0.008606988,0.000125259,0.981703101,2.24294889,-1.177198824,2.269352858,476.7548022,7.94591337,20.97088889,603.7590461,10.06265077,"mg O26","SMR",3,3,1,276.2985663,4.604976105,2.378348571,403.3028102,6.721713503,3.01192449,0.607193075,76.20787975,0.954171682884,0.01590286138616,2.269352858472,0.0378225476412,222.416467938713,3.70694113342144,488.139355663302,8.13565592772169,618.176367346812,10.3029394574867,265.722887724588,4.42871479430025,395.759899408098,6.59599832406522
89,"UP","LF","Acute","CH1",17,4.83,78,"8/27/21","(2021-Aug-27 07:32:00)","M83",24.97033333,"25",-0.00432462,-0.00408484,8.79e-05,0.960921237,1.139156842,5.544545083,1.075995777,222.7734529,3.712890881,"mg O2","8/27/21","(2021-Aug-27 09:11:09)","M1",24.94922222,-0.006211356,-0.00585375,0.000121457,0.963498528,1.636145769,5.757295585,1.541948021,319.2438967,5.320731611,24.97033333,539.0002879,8.983338132,"mg O27","SMR",3,4,2,96.4704438,1.60784073,1.433042818,316.226835,5.27044725,2.419499635,0.645536041,81.20986935,1.075995777507,0.01793326295523,1.541948021061,0.02569913368113,246.532440199013,4.10887400257912,326.673048402217,5.44455080602143,551.543409155379,9.19239015293073,80.1406082032039,1.33567680344232,305.010968956366,5.08351615035162
90,"UP","LF","Acute","CH2",18,4.18,78,"8/27/21","(2021-Aug-27 05:47:00)","M73",25.03711111,"25",-0.005012089,-0.004441115,7.39e-05,0.976195268,1.331972656,11.3919383,1.180235153,282.3529075,4.705881791,"mg O2","8/27/21","(2021-Aug-27 09:32:09)","M3",24.99411111,-0.008722224,-0.008150619,0.000110092,0.984198723,2.31794856,6.553429738,2.16604343,518.1922081,8.636536802,25.03711111,776.3888458,12.9398141,"mg O28","SMR",3,4,2,235.8393006,3.93065501,1.835264289,494.0359383,8.233932305,2.749710824,0.663322718,84.25805047,1.18023515335,0.01967058588638,2.166043429858,0.03610072383236,320.669081498747,5.34448469088864,533.379541789947,8.88965903017556,799.143484503564,13.3190580784904,212.710460291201,3.54517433928692,478.474403004818,7.97457338760179
91,"UP","LF","Acute","CH3",19,4.72,78,"8/27/21","(2021-Aug-27 05:57:30)","M74",24.99411111,"25",-0.005623782,-0.005553742,7.23e-05,0.985317315,1.48359876,1.245424084,1.465121664,310.4071322,5.173452203,"mg O2","8/27/21","(2021-Aug-27 09:32:09)","M3",24.99411111,-0.015416285,-0.015397443,8.26e-05,0.99747474,4.066939209,0.122219603,4.061968612,860.5865704,14.34310951,24.99411111,860.5865704,14.34310951,"mg O29","MMR",3,4,2,550.1794382,9.169657303,2.772444577,550.1794382,9.169657303,2.772444577,0.623155928,78.27205809,1.465121663984,0.02441869439816,4.061968612288,0.0676994768872,344.934115168113,5.74890191909813,881.43943265447,14.6906572143219,881.43943265447,14.6906572143219,536.505317486357,8.9417552952238,536.505317486357,8.9417552952238
92,"UP","LF","Acute","CH4",20,4.66,78,"8/27/21","(2021-Aug-27 06:50:00)","M79",24.944,"25",-0.005088895,-0.004525686,0.000103822,0.955737854,1.343590467,11.06742224,1.194889637,256.4140852,4.273568086,"mg O2","8/26/21","(2021-Aug-27 09:42:39)","M4",24.98833333,-0.009274773,-0.008885969,6.92e-05,0.994695647,2.448762555,4.192059946,2.346108961,503.4568586,8.390947644,24.944,545.7386945,9.095644908,"mg O30","SMR",3,4,2,247.0427734,4.117379557,1.96345243,289.3246093,4.822076822,2.128349127,0.644255085,81.30564108,1.194889637032,0.01991482728076,2.346108961076,0.03910181602104,285.589664410497,4.75982773943243,515.924681934225,8.59874469958692,559.253603500539,9.32089339133407,230.335017523727,3.83891696015449,273.663939090042,4.56106565190164
93,"UP","LF","Acute","CH5",21,4.8,78,"8/26/21","(2021-Aug-26 21:44:00)","M27",25.00988889,"25",-0.00518157,-0.00483299,9.8e-05,0.965246808,1.365447397,6.727301971,1.273589627,265.3311723,4.422186206,"mg O2","8/27/21","(2021-Aug-27 10:03:39)","M6",24.97422222,-0.00975194,-0.009420094,7.5e-05,0.994447353,2.569831333,3.402878459,2.482383097,517.1631451,8.619385752,25.00988889,1026.197403,17.10329006,"mg O31","SMR",3,4,2,251.8319728,4.197199547,1.949123206,760.8662307,12.68110385,3.867609652,0.638016963,80.13869165,1.27358962704,0.0212264937888,2.48238309648,0.0413730516096,293.957167243099,4.8992861218262,529.332305214211,8.8222050872447,1050.34444561936,17.5057407705581,235.375137971113,3.9229189654185,756.387278376266,12.6064546487319
94,"UP","LF","Acute","CH6",22,4.95,78,"8/27/21","(2021-Aug-27 03:20:00)","M59",25.01977778,"25",-0.005623428,-0.005498773,0.000110164,0.965901796,1.478849187,2.216710927,1.446067375,292.1348233,4.868913722,"mg O2","8/27/21","(2021-Aug-27 10:03:39)","M6",24.97422222,-0.013248361,-0.013098474,7.29e-05,0.997278561,3.484053881,1.131357996,3.444636759,695.8862139,11.59810357,25.01977778,732.8272332,12.21378722,"mg O32","SMR",3,4,2,403.7513906,6.729189843,2.382072106,440.6924099,7.344873498,2.508524061,0.638867476,80.15228631,1.446067375335,0.0241011229239,3.444636758805,0.0574106126715,321.87191380229,5.3645318970721,711.369353666511,11.8561558995531,749.132293207945,12.4855382201324,389.497439864221,6.491624002481,427.260379405655,7.12100632306032
95,"UP","LF","Acute","CH7",23,2.98,78,"8/27/21","(2021-Aug-27 06:18:30)","M76",24.94511111,"25",-0.00284468,-0.002764397,6.74e-05,0.95044386,0.768268311,2.822194248,0.746586287,250.5323111,4.175538518,"mg O2","8/27/21","(2021-Aug-27 10:24:39)","M8",24.88755556,-0.005099807,-0.00487846,7.91e-05,0.977377866,1.377315189,4.340301336,1.317535559,442.1260266,7.36876711,24.94511111,712.381283,11.87302138,"mg O33","SMR",3,4,2,191.5937155,3.193228592,1.76474653,461.8489719,7.697482865,2.843470688,0.752664326,98.00785297,0.746586287078,0.01244310478364,1.317535559268,0.0219589259878,302.327066357982,5.03878443889746,461.394942287487,7.68991570479144,743.428572807911,12.3904762099866,159.067875929504,2.65113126589399,441.101506449929,7.35169177108912
96,"UP","LF","Acute","CH8",24,4.73,78,"8/26/21","(2021-Aug-26 18:56:00)","M11",24.97544444,"25",-0.004272859,-0.004175456,8.86e-05,0.961847362,1.127060555,2.279562426,1.101368506,232.8474643,3.880791071,"mg O2","8/27/21","(2021-Aug-27 10:14:09)","M7",24.93011111,-0.014932791,-0.014851343,0.000153672,0.990665952,3.938852189,0.545428985,3.917368547,828.1963102,13.80327184,24.97544444,844.6664025,14.07777337,"mg O34","SMR",3,4,2,595.3488459,9.922480765,3.556819108,611.8189382,10.1969823,3.627552505,0.607193075,76.20787975,1.101368506139,0.01835614176583,3.917368547246,0.0652894758032,258.649223009494,4.31082038275102,848.191260166262,14.1365210061848,865.058986055572,14.4176497624722,589.542037156768,9.82570062343382,606.409763046078,10.1068293797211
97,"LP","BC","Acute","CH1",25,3.88,78,"9/1/21","(2021-Sep-01 10:11:40)","M72",25.01516667,"25",-0.004044461,-0.003731218,4.86e-05,0.980457436,1.079191641,7.744982047,0.995608442,256.6001139,4.276668565,"mg O2","9/1/21","(2021-Sep-01 13:22:39)","M2",25.01216667,-0.006031101,-0.005689038,5.77e-05,0.988023145,1.61167907,5.671645768,1.520270342,403.2547327,6.720912211,25.00008333,592.9794965,9.882991608,"mg O2","SMR",4,1,1,146.6546188,2.444243647,1.571529827,336.3793826,5.606323043,2.310908937,0.620883274,79.36694962,0.995608441932,0.0165934740322,1.564628362876,0.02607713937868,295.338948229779,4.92231580382965,416.333514010441,6.93889189948573,612.21163075016,10.2035271788252,120.994565780662,2.01657609565607,316.872682520381,5.28121137499554
98,"LP","BC","Acute","CH2",26,4.19,78,"9/1/21","(2021-Sep-01 12:01:40)","M82",24.99025,"25",-0.005049862,-0.004507999,6.19e-05,0.978431751,1.341829088,10.73024254,1.197847572,285.8824754,4.764707924,"mg O2","9/1/21","(2021-Sep-01 14:17:39)","M7",24.99475,-0.008519643,-0.008106526,0.000112161,0.977909863,2.267485898,4.848991524,2.157535699,530.1070513,8.835117521,25.05933333,734.6753966,12.24458994,"mg O2","SMR",4,1,1,244.2245759,4.070409598,1.85428313,448.7929212,7.47988202,2.56985111,0.660451862,84.24531579,1.197847571926,0.01996412620156,2.221148544947,0.03701914241299,324.538557081155,5.40897595210939,545.590526387003,9.09317543909725,756.133945722096,12.6022324252709,221.051969305849,3.68419948698786,431.595388640941,7.19325647316152
